ultimate_parent_rcid,firm_name,ever_genai,first_genai_date,total_postings,total_genai_integrator_posts,first_post_date,last_post_date,share_genai_integrator_posts,active_days
1320692,"Coolbrands People , Inc.",0,,1,0,2024-10-07,2024-10-07,0.0,0
1320735,"Oriental Energy (Singapore) International Trading Co., Ltd.",0,,4,0,2022-01-14,2023-02-03,0.0,385
1320876,Nucleus Global Ltd.,1,2022-02-09,19,1,2021-03-24,2024-12-20,0.05263157894736842,1367
1321349,Singapore Raffles Music College,1,2023-08-28,91,3,2022-07-06,2024-12-05,0.03296703296703297,883
1321424,LEGO A/S,1,2024-03-01,556,3,2021-03-05,2024-12-26,0.00539568345323741,1392
1321486,Ko Djeng Dental Centre Pte Ltd.,0,,8,0,2023-10-31,2024-11-27,0.0,393
1321689,Commune Lifestyle Pte Ltd.,0,,22,0,2021-03-09,2023-09-29,0.0,934
1321719,"Vizgen, Inc.",0,,7,0,2022-04-14,2023-04-19,0.0,370
1321763,"Twomagnets, Inc.",0,,2,0,2024-04-25,2024-07-12,0.0,78
1321868,AIRudder Pte Ltd.,1,2022-02-07,37,1,2021-10-19,2022-12-21,0.02702702702702703,428
1321896,INSTYLE Inc.,0,,1,0,2022-01-17,2022-01-17,0.0,0
1322024,"Azul Systems, Inc.",0,,5,0,2021-07-24,2023-09-29,0.0,797
1322251,Garden Works Pte Ltd.,0,,1,0,2021-10-23,2021-10-23,0.0,0
1322375,Cerecaptio Oy Ltd.,0,,3,0,2022-07-04,2023-02-09,0.0,220
1322800,InfoMedia Services Ltd.,0,,1,0,2023-02-08,2023-02-08,0.0,0
1322867,Kronos Research,0,,4,0,2021-07-09,2024-03-16,0.0,981
1323353,9 Dots Consulting Pte Ltd.,0,,9,0,2022-03-23,2024-07-10,0.0,840
1323360,"LogicMonitor, Inc.",0,,12,0,2021-06-09,2024-02-16,0.0,982
1324169,Huason Construction Pte Ltd.,0,,3,0,2021-07-24,2023-02-22,0.0,578
1324180,Yeo Eng Koon (S) Pte Ltd.,1,2021-11-06,44,1,2021-07-01,2024-12-06,0.022727272727272728,1254
1324647,"Medallia, Inc.",0,,28,0,2021-03-30,2024-05-02,0.0,1129
1324800,Nete2 Asia Pte Ltd,0,,39,0,2021-08-12,2024-11-25,0.0,1201
1325130,10X LLC,0,,1,0,2021-05-22,2021-05-22,0.0,0
1325337,Williams AV LLC,0,,1,0,2022-07-06,2022-07-06,0.0,0
1325345,Fintonia Group (Singapore) Pte Ltd.,0,,4,0,2023-01-11,2024-11-26,0.0,685
1325456,Albedo Design Pte Ltd.,0,,7,0,2021-12-10,2024-10-17,0.0,1042
1325585,PROPOSITION MANAGEMENT SEARCH S.R.L.,0,,2,0,2022-10-26,2023-08-25,0.0,303
1325622,"Beyond Marketing Group, LLC",0,,1,0,2024-11-13,2024-11-13,0.0,0
1325674,Hi-Power Ltd.,1,2022-03-19,23,4,2021-12-03,2024-08-07,0.17391304347826086,978
1326033,Goip Aula Ltd.,0,,2,0,2022-07-22,2022-07-22,0.0,0
1326233,Uncommon Ltd.,0,,1,0,2021-04-07,2021-04-07,0.0,0
1326371,Marquis Technologies Pvt Ltd.,0,,1,0,2024-05-06,2024-05-06,0.0,0
1326504,Egs (Asia) Ltd.,0,,7,0,2022-07-05,2023-01-19,0.0,198
1326978,AIAC,0,,2,0,2022-01-11,2022-01-13,0.0,2
1327185,Taylor Maritime (HK) Ltd.,0,,6,0,2022-09-16,2024-12-24,0.0,830
1327473,VDL Groep BV,0,,19,0,2022-03-08,2023-10-26,0.0,597
1327529,Icm Unlimited,0,,1,0,2021-10-20,2021-10-20,0.0,0
1327682,United Marine Agencies (Pvt) Ltd.,0,,1,0,2023-09-20,2023-09-20,0.0,0
1327724,ROCKWOOL A/S,0,,6,0,2022-09-14,2023-04-05,0.0,203
1327726,Ryman Healthcare Ltd.,0,,1,0,2023-01-26,2023-01-26,0.0,0
1327957,South Central Community Family Service Centre Ltd.,0,,70,0,2022-02-04,2024-12-11,0.0,1041
1328175,Gathergates Group Pte Ltd.,0,,6,0,2022-03-22,2024-11-27,0.0,981
1328223,"Cobalt Robotics, Inc.",0,,1,0,2023-04-06,2023-04-06,0.0,0
1328243,xSuite Group GmbH,0,,1,0,2022-03-25,2022-03-25,0.0,0
1328315,Monica Vinader Ltd.,0,,4,0,2023-02-28,2024-10-11,0.0,591
1328436,Paul Hooi & Co.,0,,5,0,2021-09-29,2022-04-25,0.0,208
1328618,"Edmund Optics, Inc.",0,,99,0,2021-03-04,2024-12-30,0.0,1397
1328673,Japan Bank for International Cooperation,0,,1,0,2024-05-21,2024-05-21,0.0,0
1328683,Epsilon Global Communications Pte Ltd.,0,,33,0,2021-04-07,2023-02-10,0.0,674
1328730,Astarel Pte Ltd.,0,,2,0,2021-03-30,2024-12-11,0.0,1352
1328909,Arkema SA,0,,13,0,2021-09-15,2023-02-17,0.0,520
1328969,The Institution of Engineers Singapore,0,,1,0,2021-08-12,2021-08-12,0.0,0
1328994,Verity Partners LLC,0,,8,0,2023-07-11,2024-06-04,0.0,329
1329018,Helios Auto AS,0,,2,0,2024-05-31,2024-06-16,0.0,16
1329184,Arch Consulting Ltd.,0,,3,0,2021-12-02,2022-11-30,0.0,363
1329232,Hackuity SAS,0,,4,0,2023-07-31,2024-05-22,0.0,296
1329330,Hurix Systems Pvt Ltd.,0,,1,0,2023-08-01,2023-08-01,0.0,0
1329463,Deer Management Co. LLC,0,,9,0,2021-05-11,2023-12-17,0.0,950
1329913,Lighthouse Canton Pte Ltd.,0,,69,0,2021-10-08,2024-11-15,0.0,1134
1329922,"Coffin Turbo Pump, Inc.",0,,1,0,2021-10-28,2021-10-28,0.0,0
1329937,Vanguard Interiors Pte Ltd.,0,,79,0,2021-05-08,2024-12-04,0.0,1306
1330035,Outliant LLC,0,,4,0,2024-06-14,2024-07-08,0.0,24
1330044,Prep Zone Academy Pte Ltd,0,,16,0,2021-10-14,2024-12-06,0.0,1149
1330067,"101 Construction Co., Inc.",0,,10,0,2021-04-18,2024-10-06,0.0,1267
1330164,"Identiv, Inc.",0,,10,0,2022-08-11,2023-11-15,0.0,461
1330216,"Bentley Systems, Inc.",1,2021-04-01,21,1,2021-03-16,2024-09-09,0.047619047619047616,1273
1330240,Massfluencer,0,,4,0,2023-01-19,2023-10-15,0.0,269
1330486,ATS Applied Tech Systems BV,0,,11,0,2021-03-25,2024-10-21,0.0,1306
1330740,Art Design A/S,0,,1,0,2022-08-03,2022-08-03,0.0,0
1330928,Ips Precast Sdn Bhd.,0,,1,0,2021-09-21,2021-09-21,0.0,0
1330983,"ViaSat, Inc.",0,,27,0,2021-03-24,2024-12-24,0.0,1371
1331091,"Feld Entertainment, Inc.",0,,2,0,2023-05-19,2024-04-08,0.0,325
1331279,Emergent Risk International LLC,0,,19,0,2021-09-24,2024-10-09,0.0,1111
1331526,Phaidon International Contracts Ltd.,0,,1,0,2023-02-17,2023-02-17,0.0,0
1331657,"PMA Media Group, Inc.",0,,1,0,2022-01-23,2022-01-23,0.0,0
1331950,Darco Water Technologies Ltd.,0,,25,0,2022-02-28,2024-11-29,0.0,1005
1332441,Smart Ship Hub Pte. Ltd.,0,,1,0,2024-11-14,2024-11-14,0.0,0
1332512,RHI Magnesita Switzerland AG,0,,9,0,2023-08-31,2024-11-17,0.0,444
1332538,AJsolutions,0,,2,0,2021-04-08,2023-07-03,0.0,816
1332557,Kinden Corp.,0,,117,0,2021-09-03,2024-12-17,0.0,1201
1332902,Behavox Ltd.,0,,1,0,2021-11-16,2021-11-16,0.0,0
1332910,"Mueller Water Products, Inc.",0,,6,0,2021-04-15,2024-06-12,0.0,1154
1333066,Tye Soon Ltd.,0,,3,0,2022-08-14,2022-08-22,0.0,8
1333147,CMC Marine Srl,0,,1,0,2024-01-18,2024-01-18,0.0,0
1333186,Lukos LLC,0,,6,0,2023-05-30,2024-10-04,0.0,493
1333265,Invesco Ltd.,0,,10,0,2021-03-16,2024-08-29,0.0,1262
1333408,"Diversified Aero Services, Inc.",0,,3,0,2024-04-16,2024-11-15,0.0,213
1333442,"Liftoff Mobile, Inc.",0,,11,0,2021-03-10,2022-02-26,0.0,353
1333489,"Fireblocks, Inc.",0,,54,0,2021-03-14,2023-10-03,0.0,933
1333492,International Compliance Association,0,,1,0,2022-02-03,2022-02-03,0.0,0
1333745,"Nanny Angel Network, Inc.",0,,1,0,2022-01-31,2022-01-31,0.0,0
1333772,"Pact, Inc. (District of Columbia)",0,,1,0,2022-03-23,2022-03-23,0.0,0
1333969,Galderma Pharma SA,0,,1,0,2024-06-17,2024-06-17,0.0,0
1333984,monday.com Ltd.,0,,1,0,2022-03-15,2022-03-15,0.0,0
1334691,"Cedar Cares, Inc.",0,,2,0,2024-06-26,2024-10-22,0.0,118
1334835,Integrated Ag LP,0,,1,0,2022-02-05,2022-02-05,0.0,0
1334909,Horizon Quantum Computing Pte Ltd.,0,,38,0,2021-03-05,2024-10-04,0.0,1309
1335112,Achieve Together Ltd.,0,,1,0,2023-07-19,2023-07-19,0.0,0
1335419,Zest City Ltd.,0,,2,0,2021-11-16,2022-02-25,0.0,101
1335465,Cyrus Innovations Pte Ltd.,0,,3,0,2021-04-20,2021-06-01,0.0,42
1335565,Sunway Marketing Sdn. Bhd.,0,,2,0,2022-03-22,2024-05-28,0.0,798
1335656,HSL Constructor Pte Ltd.,0,,6,0,2022-05-26,2024-12-30,0.0,949
1335765,Kingmaker Consultancy Pte Ltd.,0,,1,0,2024-11-28,2024-11-28,0.0,0
1335800,"Sprout Social, Inc.",0,,20,0,2021-08-13,2024-08-01,0.0,1084
1335837,"GTRIIP, Inc.",0,,1,0,2022-07-12,2022-07-12,0.0,0
1336028,Diageo Plc,0,,45,0,2021-03-11,2024-11-05,0.0,1335
1336037,Accent (Brazil),0,,1,0,2023-05-03,2023-05-03,0.0,0
1336136,Supabase Pte Ltd.,0,,3,0,2023-11-07,2024-08-14,0.0,281
1336258,Screening Eagle Technologies AG,0,,3,0,2024-06-08,2024-11-21,0.0,166
1336323,Trowers & Hamlins LLP,0,,1,0,2024-03-05,2024-03-05,0.0,0
1336431,"Information Services Group, Inc.",0,,1,0,2024-05-29,2024-05-29,0.0,0
1336653,Conservation Capital Ltd.,1,2023-10-26,23,1,2023-02-09,2024-06-28,0.043478260869565216,505
1336817,Lingua Technologies International Pte Ltd,0,,1,0,2022-07-06,2022-07-06,0.0,0
1336881,Nexans SA,0,,2,0,2022-07-12,2023-11-09,0.0,485
1336907,"Nomura Securities Co., Ltd.",1,2023-07-03,920,3,2021-03-01,2024-12-23,0.003260869565217391,1393
1337009,uib GmbH,1,2024-08-23,1,1,2024-08-23,2024-08-23,1.0,0
1337046,Framework Capital Solutions Pte Ltd.,0,,1,0,2022-01-26,2022-01-26,0.0,0
1337284,Acrylic Ltd.,0,,1,0,2024-04-09,2024-04-09,0.0,0
1337357,Aramex International Logistics Private Ltd.,1,2024-06-10,13,1,2021-08-25,2024-06-10,0.07692307692307693,1020
1337358,Gelato AS,0,,2,0,2021-07-07,2024-07-27,0.0,1116
1337734,ESL Gaming GmbH,0,,6,0,2021-03-03,2022-07-07,0.0,491
1337896,Bluelambda Pte Ltd.,0,,1,0,2021-04-06,2021-04-06,0.0,0
1338093,Esther Co.,0,,1,0,2022-11-29,2022-11-29,0.0,0
1338261,Ccrmanager Pte Ltd.,0,,1,0,2022-01-14,2022-01-14,0.0,0
1338372,Mercu Learning Point Pte Ltd.,0,,56,0,2021-03-18,2024-06-12,0.0,1182
1338380,Tarkus Interiors Pte Ltd.,0,,34,0,2021-07-01,2024-09-17,0.0,1174
1338443,"EZ Robot (Shenzhen) Co., Ltd.",0,,2,0,2022-05-24,2023-11-03,0.0,528
1338488,Dermatology Associates of Knoxville PC,0,,12,0,2022-05-04,2024-03-01,0.0,667
1338542,Vgw Holdings Ltd.,1,2021-03-09,3,3,2021-03-09,2021-03-23,1.0,14
1338553,EOP21 Pte Ltd.,0,,12,0,2022-06-15,2024-09-02,0.0,810
1338716,Access Communications Ltd.,0,,2,0,2022-09-18,2023-10-03,0.0,380
1338757,CXL Agency LLC,0,,2,0,2023-02-27,2023-02-27,0.0,0
1338902,FCAP JR. Consultoria,0,,4,0,2024-08-14,2024-08-14,0.0,0
1339016,Actuaries Ontap Pte Ltd.,0,,3,0,2022-10-18,2024-12-10,0.0,784
1339341,Charterhouse School,0,,2,0,2021-08-01,2021-10-01,0.0,61
1339355,Yellowstone Park Hotel,0,,8,0,2022-12-09,2022-12-09,0.0,0
1339438,The Sage Group plc,0,,3,0,2021-03-11,2022-11-28,0.0,627
1339454,Morpheus Consulting Pte Ltd.,0,,18,0,2022-06-16,2024-11-15,0.0,883
1339879,"Applicantz, Inc.",0,,13,0,2021-03-15,2021-08-17,0.0,155
1340021,"Beyond Limits, Inc.",0,,14,0,2022-01-28,2024-06-23,0.0,877
1340049,Schréder SA,0,,3,0,2024-04-17,2024-04-24,0.0,7
1340250,"Wanhua Chemical Group Co., Ltd.",0,,15,0,2022-08-25,2024-09-10,0.0,747
1340314,"L&W Group, Inc.",0,,6,0,2021-07-18,2021-12-07,0.0,142
1340323,Sensetac Pte Ltd.,0,,70,0,2021-03-05,2024-12-17,0.0,1383
1340431,Tech Alliance,0,,1,0,2023-11-19,2023-11-19,0.0,0
1340468,"Pratum, Inc.",0,,17,0,2023-05-26,2024-04-23,0.0,333
1340796,Talent Acquisitions LLC,0,,1,0,2024-01-25,2024-01-25,0.0,0
1341102,Pelucchi Srl,0,,1,0,2022-07-08,2022-07-08,0.0,0
1341160,Korumlegal,0,,4,0,2022-04-05,2022-09-14,0.0,162
1341244,Cargolux Airlines International SA,0,,1,0,2022-03-02,2022-03-02,0.0,0
1341256,TBC Transportation & Trading Pte Ltd.,0,,21,0,2021-04-08,2022-09-21,0.0,531
1341380,Agensi Pekerjaan Jp Caliber Sdn Bhd,0,,8,0,2021-10-19,2024-11-19,0.0,1127
1341439,Wholefish Ltd.,0,,1,0,2024-07-04,2024-07-04,0.0,0
1341621,Inventivo Pte Ltd,0,,24,0,2022-01-13,2024-08-13,0.0,943
1341687,HEGLA-HANIC GmbH,0,,31,0,2023-11-09,2024-12-26,0.0,413
1341721,WHS Logistics BV,0,,51,0,2021-08-13,2024-11-11,0.0,1186
1341987,Clean Earth Technologies Pte Ltd.,0,,7,0,2021-11-29,2022-08-11,0.0,255
1342039,OEMServices SAS,0,,4,0,2024-02-07,2024-04-03,0.0,56
1342200,Mr Popiah Pte Ltd.,1,2024-07-16,17,1,2021-07-30,2024-12-28,0.058823529411764705,1247
1342418,Valiant Hire Pty Ltd.,0,,19,0,2024-02-12,2024-07-25,0.0,164
1342432,"Food Link, Inc.",0,,4,0,2022-07-24,2022-09-09,0.0,47
1342585,Wong Hing Long Technologies Pte Ltd.,0,,26,0,2021-03-12,2024-04-08,0.0,1123
1342595,"Global Standard Technology Co., Ltd.",0,,2,0,2024-07-16,2024-12-20,0.0,157
1342710,Data Ductus AB,0,,2,0,2021-04-06,2021-09-09,0.0,156
1342727,Chung Printing Pte Ltd.,0,,18,0,2021-08-28,2024-12-10,0.0,1200
1342751,Renew Holdings Plc,0,,1,0,2023-02-13,2023-02-13,0.0,0
1342788,Smack Digital Ltd.,0,,1,0,2022-07-03,2022-07-03,0.0,0
1343193,Pacific Tech Pte Ltd.,0,,48,0,2021-07-06,2024-08-12,0.0,1133
1343221,"Magic Wok, Inc.",0,,1,0,2024-03-11,2024-03-11,0.0,0
1343276,Central Narcotics Bureau (Singapore),0,,5,0,2021-03-12,2021-08-17,0.0,158
1343427,Agency for Integrated Care Pte Ltd.,1,2024-07-24,932,1,2021-03-02,2024-12-24,0.001072961373390558,1393
1343598,"Duetto Research, Inc.",0,,6,0,2021-04-22,2024-07-04,0.0,1169
1343692,Dream (Newyork),0,,1,0,2023-02-03,2023-02-03,0.0,0
1343742,"Oliver Marketing, Inc.",1,2021-09-28,7,1,2021-09-28,2023-01-27,0.14285714285714285,486
1343786,"Genius Media Group, Inc.",0,,3,0,2024-09-24,2024-12-19,0.0,86
1343892,Aureus Group LLC,0,,1,0,2021-06-06,2021-06-06,0.0,0
1343933,RSM South Africa,0,,2,0,2024-06-16,2024-06-16,0.0,0
1344474,Star International,0,,9,0,2021-04-05,2024-11-29,0.0,1334
1344568,Abex Engineering Pte Ltd.,0,,2,0,2024-02-23,2024-06-26,0.0,124
1344662,Cover Genius Pty Ltd.,0,,14,0,2021-07-22,2023-08-15,0.0,754
1345280,TRIGO SAS,0,,1,0,2022-07-27,2022-07-27,0.0,0
1345364,Team Green,0,,3,0,2022-07-20,2024-09-11,0.0,784
1345744,RedCat Pty Ltd.,0,,2,0,2021-03-23,2021-07-29,0.0,128
1345906,ActiveCampaign LLC,0,,3,0,2022-04-05,2022-04-29,0.0,24
1346032,IHub Solutions.,0,,54,0,2021-10-21,2024-12-17,0.0,1153
1346132,"Shipco Transport, Inc.",0,,48,0,2021-08-04,2024-12-06,0.0,1220
1346205,Kairos Digital Analitycs & Big Data Solutions SL,0,,1,0,2021-03-11,2021-03-11,0.0,0
1346214,Lau (International) Distribution Pte. Ltd.,0,,5,0,2023-12-05,2024-08-08,0.0,247
1346256,Maxmega Electronics Pte Ltd.,0,,9,0,2022-02-11,2024-07-17,0.0,887
1346389,ChannelEngine.com BV,0,,13,0,2021-03-22,2024-08-16,0.0,1243
1346472,Capvision Pro Corp.,0,,1,0,2023-02-14,2023-02-14,0.0,0
1346475,Fabindia Ltd.,0,,1,0,2022-02-15,2022-02-15,0.0,0
1346556,Double H,0,,4,0,2023-09-07,2023-10-05,0.0,28
1346582,Astute Electronics Ltd.,0,,2,0,2024-10-08,2024-10-08,0.0,0
1347234,"Teach For All, Inc.",0,,6,0,2022-09-22,2024-12-05,0.0,805
1347428,Modern Tyres Ltd.,0,,2,0,2023-02-17,2024-01-04,0.0,321
1347484,Cielo SA,0,,28,0,2021-03-08,2024-12-12,0.0,1375
1347613,Singapore Youth Flying Club,0,,18,0,2021-10-31,2024-12-19,0.0,1145
1347739,Siam Express Co. Ltd.,0,,1,0,2023-02-14,2023-02-14,0.0,0
1348012,"Braata, Inc.",0,,5,0,2021-07-01,2024-07-18,0.0,1113
1348064,"Mediabrands Worldwide, Inc.",1,2024-07-05,429,1,2021-03-06,2024-12-15,0.002331002331002331,1380
1348957,"Brane, Inc. (Canada)",0,,1,0,2022-03-22,2022-03-22,0.0,0
1349247,"Orb, Inc.",0,,1,0,2023-09-16,2023-09-16,0.0,0
1349251,Powerhouse BV,0,,8,0,2021-09-10,2022-09-16,0.0,371
1349421,"China Merchants Bank Co., Ltd.",0,,53,0,2021-05-17,2024-12-24,0.0,1317
1349531,Integrated Training Solutions & Services JV LC,0,,1,0,2021-09-16,2021-09-16,0.0,0
1349535,SparkBeyond Ltd.,0,,1,0,2022-01-13,2022-01-13,0.0,0
1349615,"Merrimack Pharmaceuticals, Inc.",0,,4,0,2022-03-19,2022-09-18,0.0,183
1349619,Town4kids Pte Ltd.,0,,3,0,2021-04-20,2021-11-11,0.0,205
1349786,"Credentech Solutions, Inc.",0,,2,0,2022-02-21,2023-09-05,0.0,561
1349862,Lean Station Pte Ltd.,0,,6,0,2021-03-13,2021-10-19,0.0,220
1350199,Giift Inc,0,,1,0,2023-02-06,2023-02-06,0.0,0
1350207,SIS Technologies,0,,2,0,2023-10-02,2023-10-02,0.0,0
1350307,Futureal Management Szolgáltató Kft,0,,5,0,2022-03-10,2022-08-04,0.0,147
1350730,Doctors Group Ltd.,0,,1,0,2021-08-12,2021-08-12,0.0,0
1350833,Source Global PBC,0,,9,0,2021-03-03,2022-06-13,0.0,467
1350914,CLiCS LLC,0,,2,0,2024-10-17,2024-10-17,0.0,0
1351099,PT Flokq Spaces Indonesia,0,,4,0,2024-06-14,2024-07-20,0.0,36
1351319,Biqmind Pte Ltd.,0,,17,0,2021-04-28,2023-05-02,0.0,734
1351613,Legrand SA,0,,32,0,2021-06-05,2024-09-24,0.0,1207
1351617,Groupmove Ltd.,0,,8,0,2022-05-26,2023-08-17,0.0,448
1351670,Baoshi HR Agency,0,,5,0,2021-12-10,2022-07-16,0.0,218
1351698,"DrugScan, Inc.",0,,7,0,2023-05-10,2024-12-19,0.0,589
1351791,Singapore Bible College,0,,17,0,2022-01-20,2024-11-18,0.0,1033
1351895,Summer International,0,,2,0,2021-06-14,2023-06-26,0.0,742
1352122,Precise Development Pte Ltd.,0,,120,0,2021-03-11,2024-12-17,0.0,1377
1352133,"Schoeneckers, Inc.",0,,7,0,2021-12-27,2024-05-24,0.0,879
1352458,Great Lakes Water Authority (Michigan),0,,1,0,2024-07-25,2024-07-25,0.0,0
1352508,Neso Brands Pte Ltd.,0,,1,0,2023-01-24,2023-01-24,0.0,0
1352575,"Oceaneering International, Inc.",0,,6,0,2021-05-03,2022-08-08,0.0,462
1352615,Bossong Engineering Pty Ltd.,0,,1,0,2024-05-23,2024-05-23,0.0,0
1352767,Wolff Daten Menschen Marketing GmbH,0,,2,0,2024-07-24,2024-08-12,0.0,19
1352898,Intercedent Asia Pte Ltd.,0,,3,0,2022-01-21,2022-05-24,0.0,123
1352947,Lifelong Learning Institute,0,,44,0,2021-11-06,2024-12-24,0.0,1144
1352958,Zero Imprint Ltd.,0,,1,0,2024-11-04,2024-11-04,0.0,0
1352963,Nagase Singapore (Pte) Ltd.,0,,10,0,2021-08-16,2024-07-04,0.0,1053
1353117,Notable Capital Management LLC,0,,2,0,2023-02-08,2023-10-09,0.0,243
1353225,Edisen Ltd.,0,,49,0,2021-03-22,2024-11-05,0.0,1324
1353281,IXM SA,0,,3,0,2023-02-14,2023-09-28,0.0,226
1353438,Trym AS,0,,1,0,2021-04-17,2021-04-17,0.0,0
1353476,DENRON COMPUTERS & NETWORKS,0,,5,0,2024-07-12,2024-11-21,0.0,132
1353750,OSL Group Ltd.,0,,4,0,2021-05-05,2023-05-25,0.0,750
1353873,Advanced Medtech Holdings Pte Ltd.,0,,25,0,2021-12-14,2024-03-05,0.0,812
1353898,C-Quest Capital LLC,0,,5,0,2022-04-24,2023-10-28,0.0,552
1353914,Aircarbon Pte Ltd.,0,,9,0,2021-10-08,2023-01-27,0.0,476
1354014,Adani Global Pte Ltd.,0,,25,0,2021-11-09,2024-08-24,0.0,1019
1354208,MTM Engineering Ltd.,0,,10,0,2021-08-16,2023-09-08,0.0,753
1354237,"Kissflow, Inc.",0,,1,0,2023-04-18,2023-04-18,0.0,0
1354240,Peakflo Pte. Ltd.,1,2023-04-23,13,2,2021-03-12,2023-06-28,0.15384615384615385,838
1354605,Incomlend Pte Ltd.,0,,9,0,2022-01-25,2024-07-24,0.0,911
1354614,El Masnou Pte Ltd.,0,,31,0,2021-04-12,2024-11-25,0.0,1323
1354936,Singapore Institute of Management,1,2024-03-06,264,2,2021-03-08,2024-12-26,0.007575757575757576,1389
1355188,Zero Gravity Tech Ltd.,0,,1,0,2021-10-20,2021-10-20,0.0,0
1355488,AppTweak SA,0,,1,0,2022-01-28,2022-01-28,0.0,0
1355647,"Zhejiang Dingli Machinery Co., Ltd.",0,,5,0,2023-12-12,2024-01-16,0.0,35
1355713,"Boeckeler Instruments, Inc.",0,,4,0,2024-03-12,2024-12-21,0.0,284
1355790,INTEGRATED RETAIL MANAGEMENT CONSULTING PTE. LTD.,0,,2,0,2022-07-21,2022-07-21,0.0,0
1355939,R Vantage Pte. Ltd.,0,,28,0,2021-06-01,2024-09-19,0.0,1206
1355953,"FactSet Research Systems, Inc.",0,,41,0,2021-02-09,2024-11-22,0.0,1382
1355972,Grc (France),0,,3,0,2022-05-18,2022-10-18,0.0,153
1356059,Presto AB,1,2024-07-08,30,1,2023-04-27,2024-12-12,0.03333333333333333,595
1356356,Neo Garden Catering Pte Ltd.,1,2023-11-27,370,5,2021-03-15,2024-12-30,0.013513513513513514,1386
1356425,Yusarn Audrey,0,,21,0,2022-02-09,2024-04-30,0.0,811
1356467,upGrad Education Pvt Ltd.,0,,2,0,2022-09-17,2022-09-17,0.0,0
1356552,Silent Eight Pte Ltd.,1,2024-06-30,36,1,2021-03-03,2024-06-30,0.027777777777777776,1215
1356605,Pierre Fabre Group,0,,28,0,2023-02-14,2024-12-22,0.0,677
1356910,Angels of Impact,0,,1,0,2023-06-14,2023-06-14,0.0,0
1357392,PACC Ship Managers Pte Ltd.,0,,4,0,2022-01-20,2024-12-05,0.0,1050
1357583,"Greenlane Holdings, Inc.",1,2024-08-21,185,1,2023-10-14,2024-12-25,0.005405405405405406,438
1357686,Hydroflux Marketing Pte Ltd.,0,,6,0,2022-03-24,2024-07-23,0.0,852
1357905,Century Water Systems & Technologies Pte Ltd,0,,71,0,2021-03-09,2024-12-24,0.0,1386
1358067,"The Computing Technology Industry Association, Inc.",0,,1,0,2024-11-01,2024-11-01,0.0,0
1358192,Regtank Technology Pte Ltd.,0,,9,0,2021-07-21,2023-08-03,0.0,743
1358198,Exterran Corp.,0,,1,0,2022-04-26,2022-04-26,0.0,0
1358205,Global Technology Integrator Ltd.,0,,8,0,2022-01-14,2023-01-11,0.0,362
1358262,"CCS Supply Chain Management Co., Ltd.",0,,15,0,2021-11-09,2024-07-12,0.0,976
1358488,AMBOSS GmbH (Germany),0,,2,0,2024-10-15,2024-10-15,0.0,0
1358590,CPG Facilities Management Pte Ltd.,0,,394,0,2021-01-25,2024-12-30,0.0,1435
1358639,Hydrobiology Pty Ltd.,0,,3,0,2022-08-19,2024-06-25,0.0,676
1358792,Nanoveu Pte Ltd.,1,2021-12-21,15,3,2021-10-19,2024-11-23,0.2,1131
1358864,Assurance Partners LLC,0,,51,0,2021-09-10,2024-11-18,0.0,1165
1359281,Pslove Pte Ltd.,1,2023-09-01,11,3,2022-01-04,2024-12-10,0.2727272727272727,1071
1359285,"SugarCRM, Inc.",0,,7,0,2021-06-10,2023-12-13,0.0,916
1359509,ArrowResources AG,0,,1,0,2022-05-22,2022-05-22,0.0,0
1359571,Embecta Corp.,0,,49,0,2022-04-11,2024-11-25,0.0,959
1359592,Heartware Network,0,,85,0,2021-11-15,2024-10-17,0.0,1067
1359605,"ICE Data Services, Inc.",0,,3,0,2021-11-24,2022-04-13,0.0,140
1359646,CHINT Global Trading Pte Ltd.,0,,5,0,2021-07-01,2022-04-14,0.0,287
1359675,Transnational Supply Chain Logistics Pte Ltd.,0,,35,0,2022-01-15,2024-10-28,0.0,1017
1359687,"Bright Horizons Family Solutions, Inc.",0,,4,0,2021-06-17,2022-06-07,0.0,355
1359692,"Amazon.com, Inc.",1,2021-05-10,1624,186,2021-01-01,2024-12-31,0.1145320197044335,1460
1360075,Collyer Law LLC,0,,6,0,2022-05-03,2024-10-25,0.0,906
1360131,E4U as,0,,2,0,2023-02-23,2023-02-23,0.0,0
1360487,"Datum Software, Inc.",0,,2,0,2022-10-21,2024-09-13,0.0,693
1360757,U2opia Mobile Pte Ltd.,0,,2,0,2021-10-29,2022-05-05,0.0,188
1360810,"ThomasNet, Inc.",0,,1,0,2021-09-29,2021-09-29,0.0,0
1360879,HMS Far East Pte Ltd.,0,,35,0,2022-03-16,2024-11-01,0.0,961
1361113,Hong Leong Finance Ltd.,0,,21,0,2021-05-01,2024-11-22,0.0,1301
1361332,PT Raja Golf,0,,6,0,2024-05-06,2024-08-21,0.0,107
1361982,Tungsten Automation Corp.,1,2022-03-31,25,1,2021-04-24,2024-10-24,0.04,1279
1361988,Zumvet Pte Ltd.,1,2023-01-11,30,6,2021-09-07,2024-04-30,0.2,966
1362531,Stella Specialty Chemicals (S) Pte Ltd.,0,,4,0,2021-11-25,2023-01-19,0.0,420
1362595,Cyberdyne Tech Exchange Pte Ltd.,0,,62,0,2021-06-03,2024-12-23,0.0,1299
