ultimate_parent_rcid,firm_name,ever_genai,first_genai_date,total_postings,total_genai_integrator_posts,first_post_date,last_post_date,share_genai_integrator_posts,active_days
975673,"OmniVision Technologies, Inc.",1,2023-12-06,55,1,2022-01-06,2024-12-04,0.01818181818181818,1063
1060501,Netpluz Asia Pte Ltd.,1,2024-03-05,55,5,2022-01-03,2024-07-30,0.09090909090909091,939
93075627,"Odem Portugal, S.A.",1,2024-09-07,55,3,2023-10-20,2024-12-02,0.05454545454545454,409
4496585,Kingdom Gourmet,1,2023-08-26,55,1,2022-05-17,2024-12-19,0.01818181818181818,947
1044405,The Wonderful Co. LLC,1,2022-06-13,55,1,2022-05-20,2024-12-30,0.01818181818181818,955
573442,Zebra Technologies Corp.,1,2023-02-01,55,6,2022-06-21,2024-11-27,0.10909090909090909,890
22219567,3SI SAS,1,2024-06-04,55,1,2022-01-11,2024-12-31,0.01818181818181818,1085
611982,Hapag-Lloyd AG,1,2024-08-14,55,1,2022-01-09,2024-12-17,0.01818181818181818,1073
3166383,DM DASHER SDN. BHD.,1,2023-06-23,54,9,2022-01-01,2024-12-14,0.16666666666666666,1078
5001837,Minde Group (Recruitment Company),1,2024-06-12,54,1,2022-01-20,2024-06-12,0.018518518518518517,874
25705757,F&N Coca Cola Singapore Pte Ltd.,1,2022-04-08,54,1,2022-01-15,2024-12-26,0.018518518518518517,1076
375347,Marex Group Plc,1,2023-04-06,54,1,2022-01-21,2024-12-27,0.018518518518518517,1071
7502250,Exyte GmbH,1,2022-11-14,54,2,2022-02-01,2024-09-10,0.037037037037037035,952
262497,Float Foods Pte Ltd.,1,2024-03-04,54,1,2022-01-13,2024-07-29,0.018518518518518517,928
194522,Capgemini Engineering,1,2022-05-19,54,9,2022-05-19,2024-12-02,0.16666666666666666,928
7677900,Base Camp Recruitment Pte Ltd. Ea,1,2024-06-25,54,1,2022-01-17,2024-12-17,0.018518518518518517,1065
387660,Destination Maternity Corp.,1,2023-04-05,53,1,2022-02-09,2024-11-25,0.018867924528301886,1020
343566,Advantest Corp.,1,2022-04-21,53,1,2022-02-18,2024-10-14,0.018867924528301886,969
20238675,Whiskdom,1,2022-05-04,53,11,2022-05-04,2024-12-11,0.20754716981132076,952
2042029,APOL Singapore Pte Ltd,1,2022-05-27,53,10,2022-02-16,2024-06-20,0.18867924528301888,855
1168682,Training Vision Institute Pte Ltd.,1,2023-11-22,53,1,2022-01-10,2024-09-26,0.018867924528301886,990
663534,"Trove Information Technologies, Inc.",1,2023-10-04,53,2,2023-10-04,2024-12-16,0.03773584905660377,439
6205815,SIMTRUM PTE. LTD.,1,2023-09-06,53,3,2022-01-17,2024-12-17,0.05660377358490566,1065
300360,FMC Corp.,1,2022-04-23,53,1,2022-03-21,2024-06-27,0.018867924528301886,829
510592,Compagnie de Saint-Gobain SA,1,2022-04-21,53,1,2022-01-05,2024-11-21,0.018867924528301886,1051
562419,"Energizer Holdings, Inc.",1,2024-05-23,53,1,2022-01-09,2024-10-11,0.018867924528301886,1006
96758212,HelloApp,1,2024-12-19,53,1,2023-04-04,2024-12-19,0.018867924528301886,625
22170664,IFS Capital Ltd.,1,2024-07-12,53,1,2022-02-24,2024-10-24,0.018867924528301886,973
996751,Zionext Pte Ltd.,1,2024-08-11,52,1,2022-01-05,2024-09-03,0.019230769230769232,972
92930877,STAR LEARNERS,1,2023-08-16,52,2,2022-01-22,2024-12-03,0.038461538461538464,1046
92949521,SmartIMS,1,2024-09-09,52,1,2022-03-17,2024-09-12,0.019230769230769232,910
14586442,Lantern Recruitment Solutions Pte Ltd,1,2024-08-22,52,1,2022-01-05,2024-11-22,0.019230769230769232,1052
7613325,Urban Massage Ltd.,1,2024-11-18,52,1,2022-01-10,2024-12-31,0.019230769230769232,1086
1066592,"BMC Software, Inc.",1,2022-09-12,52,1,2022-01-05,2024-06-25,0.019230769230769232,902
100576486,TGP Living Collection Sdn Bhd,1,2024-11-29,52,1,2022-01-18,2024-12-26,0.019230769230769232,1073
2400781,Blue Waves,1,2022-11-18,52,1,2022-02-25,2024-10-01,0.019230769230769232,949
4862940,MASS POWER SERVICES PTE. LTD.,1,2022-08-17,52,2,2022-05-24,2024-09-06,0.038461538461538464,836
1096935,ViSenze Pte Ltd.,1,2023-12-04,52,1,2022-01-06,2024-12-11,0.019230769230769232,1070
94618298,Ferrari Logistics Singapore Pte Ltd,1,2024-07-02,52,5,2022-01-11,2024-10-07,0.09615384615384616,1000
93136624,Matsushita Avionics,1,2022-04-28,52,3,2022-02-23,2024-06-30,0.057692307692307696,858
129129,LGA Telecom Pte Ltd.,1,2022-10-07,52,1,2022-09-02,2024-12-24,0.019230769230769232,844
1115594,Benel Singapore Pte Ltd.,1,2023-10-19,52,3,2022-03-22,2024-12-28,0.057692307692307696,1012
859625,Habib Bank Ltd.,1,2023-01-12,52,1,2022-01-04,2024-12-02,0.019230769230769232,1063
21052597,8xpand,1,2022-05-19,52,1,2022-01-19,2023-10-23,0.019230769230769232,642
7866648,Prm Marketing Services Pte Ltd.,1,2023-01-31,52,1,2022-03-22,2024-11-13,0.019230769230769232,967
783238,Giftano Pte Ltd.,1,2022-06-13,52,9,2022-03-25,2024-11-20,0.17307692307692307,971
720249,Sing Investments & Finance Ltd.,1,2023-01-16,52,2,2022-01-11,2024-08-20,0.038461538461538464,952
494467,Neuron Mobility Pte Ltd.,1,2022-06-30,51,4,2022-01-12,2024-02-23,0.0784313725490196,772
21027110,Qualtrics LLC,1,2024-07-12,51,1,2022-01-13,2024-12-20,0.0196078431372549,1072
573714,Info-Tech Systems Integrators Pte Ltd.,1,2024-06-03,51,1,2022-01-11,2024-08-15,0.0196078431372549,947
595241,"Agape, Connecting People Pte Ltd.",1,2023-01-05,51,1,2022-03-23,2024-10-10,0.0196078431372549,932
782889,IPOS International,1,2023-09-07,51,4,2022-01-15,2024-12-31,0.0784313725490196,1081
95220506,DE CHENG XIN XING TRADING PTE LTD,1,2022-10-11,51,2,2022-03-10,2024-12-17,0.0392156862745098,1013
862995,Finastra Ltd.,1,2024-05-17,51,5,2022-03-02,2024-10-15,0.09803921568627451,958
19070,AMOREPACIFIC Singapore Pte Ltd.,1,2023-10-04,51,1,2022-01-09,2024-12-17,0.0196078431372549,1073
6748615,Tipsy Collective Pte Ltd.,1,2024-05-23,51,2,2022-10-21,2024-12-18,0.0392156862745098,789
92919346,SUNS,1,2023-06-12,51,1,2022-10-04,2024-10-16,0.0196078431372549,743
97123674,Oaks Plus,1,2022-12-06,51,1,2022-06-24,2024-12-13,0.0196078431372549,903
902318,Egis SA,1,2024-08-16,51,1,2022-03-24,2024-12-13,0.0196078431372549,995
97700527,Big Box International Pvt. Ltd.,1,2024-01-17,51,1,2022-01-10,2024-06-10,0.0196078431372549,882
4426611,Jvkm Consultants Pte Ltd.,1,2024-07-10,51,1,2022-01-01,2024-09-17,0.0196078431372549,990
714942,SP Services (UK) Ltd.,1,2024-08-27,51,1,2022-03-22,2024-12-02,0.0196078431372549,986
98111099,SG Sagawa AMEROID Pte Ltd.,1,2023-10-30,51,1,2022-02-10,2024-09-01,0.0196078431372549,934
673428,"Spiralytics, Inc.",1,2024-03-27,51,1,2022-06-22,2024-10-09,0.0196078431372549,840
22269419,Greenpac (S) Pte Ltd.,1,2022-09-10,51,2,2022-01-26,2024-07-08,0.0392156862745098,894
662191,Globibo Ltd.,1,2024-04-25,51,2,2022-07-04,2024-12-12,0.0392156862745098,892
960013,Redex SA,1,2023-09-11,51,4,2023-01-03,2024-12-20,0.0784313725490196,717
7152234,Wholesome Savour Pte Ltd.,1,2022-01-11,51,1,2022-01-11,2024-12-09,0.0196078431372549,1063
1444763,Flex Ltd.,1,2023-02-10,51,1,2022-01-10,2024-12-11,0.0196078431372549,1066
3718241,Genetic Design & Manufacturing Corp.,1,2022-05-12,51,1,2022-03-18,2024-04-30,0.0196078431372549,774
106033,CAD-IT Consultants (Asia) Pte Ltd.,1,2023-04-25,51,1,2022-03-16,2024-09-27,0.0196078431372549,926
9938806,BUJA,1,2023-01-04,51,15,2023-01-04,2024-12-07,0.29411764705882354,703
92793275,Splore (92793275),1,2023-05-19,51,21,2023-02-14,2024-12-20,0.4117647058823529,675
22187519,Power I.T. LLC,1,2022-08-02,51,1,2022-01-31,2023-05-11,0.0196078431372549,465
276613,Woopa Travels Pte Ltd.,1,2024-07-26,51,3,2022-06-16,2024-12-10,0.058823529411764705,908
2805580,Cocoba Chocolate,1,2023-10-16,51,2,2022-01-18,2024-12-04,0.0392156862745098,1051
316375,Ultimate Performance Ltd.,1,2024-07-10,51,1,2022-04-20,2024-10-23,0.0196078431372549,917
15508336,Mighty Velo,1,2023-09-20,50,1,2022-01-06,2024-07-19,0.02,925
15575233,International Workplace Consulting Pte Ltd.,1,2023-11-01,50,3,2022-02-04,2024-10-25,0.06,994
313059,Shinhan Bank Co. Ltd.,1,2024-02-02,50,1,2022-01-21,2024-12-31,0.02,1075
909363,"CAE, Inc.",1,2023-01-06,50,4,2022-01-24,2024-12-23,0.08,1064
7037089,Visa Worldwide Pte Ltd ( Singapore Post Center),1,2022-07-06,50,4,2022-02-05,2024-12-19,0.08,1048
4866645,Mastereign Group,1,2024-01-10,50,1,2022-01-01,2024-10-16,0.02,1019
707428,Elfie Pte Ltd.,1,2023-09-27,50,9,2023-07-21,2024-11-24,0.18,492
6474754,THE SUPPLY ADVISORY PTE. LTD.,1,2023-04-24,50,2,2022-01-18,2024-11-25,0.04,1042
13434803,HR Exchange Pte Ltd,1,2024-11-21,50,1,2023-11-21,2024-11-21,0.02,366
621218,Trakomatic Pte Ltd.,1,2024-02-23,50,1,2022-01-14,2024-12-04,0.02,1055
23360198,Talent Ace Pte Ltd,1,2023-12-09,50,2,2022-03-04,2024-12-17,0.04,1019
5293503,Nuway CFR Pte Ltd.,1,2023-12-26,49,1,2022-03-16,2024-10-24,0.02040816326530612,953
92866909,UGS,1,2023-05-02,49,4,2022-12-20,2023-10-27,0.08163265306122448,311
433138,Vonage Holdings Corp.,1,2023-02-15,49,1,2022-02-03,2024-11-21,0.02040816326530612,1022
11381533,Dixmondsg,1,2024-11-15,49,4,2024-04-25,2024-12-31,0.08163265306122448,250
1207382,Temenos AG,1,2022-09-08,49,1,2022-01-22,2024-12-11,0.02040816326530612,1054
97544668,Autobahn Rent-A-Car,1,2024-01-31,49,1,2022-03-23,2024-11-29,0.02040816326530612,982
149153,Asian Infrastructure Investment Bank,1,2022-12-15,49,1,2022-12-14,2024-12-17,0.02040816326530612,734
2890342,Construct Digital,1,2024-11-18,49,1,2022-01-04,2024-12-24,0.02040816326530612,1085
42356138,Bitdeer Technologies Group,1,2024-07-18,49,3,2022-09-26,2024-12-20,0.061224489795918366,816
41875,Rightship Pty Ltd.,1,2024-07-22,48,1,2022-01-14,2024-12-13,0.020833333333333332,1064
94023739,FUTURUM ACADEMY SINGAPORE,1,2023-06-11,48,7,2023-03-29,2024-12-02,0.14583333333333334,614
660057,Sandvik Aktiebolag,1,2023-12-16,48,1,2022-01-26,2024-11-04,0.020833333333333332,1013
14854229,Livecommerce Entertainment Pte Ltd.,1,2024-06-02,48,1,2022-02-04,2024-10-10,0.020833333333333332,979
4922988,Meds Technologies Pte Ltd.,1,2024-09-23,48,1,2022-01-04,2024-09-23,0.020833333333333332,993
1083567,"Biomed Diagnostics, Inc.",1,2024-01-15,48,1,2022-01-17,2024-12-10,0.020833333333333332,1058
722324,Katoen Natie NV,1,2023-05-15,48,1,2022-01-03,2024-09-02,0.020833333333333332,973
95782578,Eagle Services Asia Pvt Ltd.,1,2024-02-08,48,1,2022-08-22,2024-11-04,0.020833333333333332,805
14583709,lets.pk,1,2023-02-07,48,1,2022-01-09,2023-04-04,0.020833333333333332,450
810511,Education Personnel Ltd.,1,2024-02-29,48,2,2022-02-26,2024-11-19,0.041666666666666664,997
22252857,Caltek Srl,1,2024-11-15,48,1,2022-03-31,2024-11-20,0.020833333333333332,965
95077588,Dr. Ora,1,2023-12-12,48,4,2022-08-13,2024-12-20,0.08333333333333333,860
3965565,HCS SCIENTIFIC & CHEMICAL PTE. LTD.,1,2024-04-05,48,2,2022-03-29,2024-12-30,0.041666666666666664,1007
4050316,HONEST CRAFTERS PTE. LTD.,1,2022-03-22,48,2,2022-01-09,2024-12-22,0.041666666666666664,1078
170581,Flight Centre Travel Group Ltd.,1,2022-07-19,48,1,2022-01-13,2024-11-20,0.020833333333333332,1042
4251290,ISEAS - Yusof Ishak Institute,1,2023-09-30,48,1,2022-05-17,2024-11-26,0.020833333333333332,924
93663453,One Search Consulting Pte Ltd.,1,2022-01-21,47,4,2022-01-10,2024-12-04,0.0851063829787234,1059
1927590,Algas Engineering Pte Ltd,1,2024-05-15,47,1,2022-01-09,2024-12-06,0.02127659574468085,1062
1827913,Drgl,1,2022-09-15,47,5,2022-01-19,2024-09-18,0.10638297872340426,973
25707322,AiChat Pte Ltd.,1,2023-03-15,47,2,2022-01-04,2024-03-04,0.0425531914893617,790
663773,Compex Systems Pte Ltd.,1,2023-08-17,47,5,2022-01-12,2024-12-04,0.10638297872340426,1057
370332,"ResMed, Inc.",1,2024-10-29,47,4,2022-01-26,2024-12-20,0.0851063829787234,1059
22151299,Aurora Technology BV,1,2023-11-21,47,1,2022-03-24,2024-11-27,0.02127659574468085,979
1402840,WEC Engineers & Constructors Pte Ltd.,1,2024-03-19,47,1,2022-01-21,2024-06-26,0.02127659574468085,887
16265752,Olivers & Partners Pte Ltd,1,2022-07-12,47,2,2022-07-08,2024-12-13,0.0425531914893617,889
19707768,UMILIFE Media & Technology Inc,1,2024-06-03,47,13,2024-06-03,2024-12-30,0.2765957446808511,210
1309352,HarbourVest Partners LLC,1,2023-01-11,47,1,2022-02-18,2024-12-19,0.02127659574468085,1035
817588,Blackpanda Pte Ltd.,1,2022-09-27,47,15,2022-08-14,2024-12-30,0.3191489361702128,869
1408224,ICONZ-Webvisions Pte Ltd.,1,2024-06-11,47,1,2022-03-21,2024-12-10,0.02127659574468085,995
6167613,SHINYUU COLD CHAIN SOLUTIONS PTE. LTD.,1,2022-08-05,47,40,2022-08-05,2024-02-21,0.851063829787234,565
22053197,UNITED FMO,1,2023-12-13,47,2,2022-08-14,2024-12-27,0.0425531914893617,866
1164030,Cynapse India Pvt Ltd.,1,2024-06-28,47,14,2022-07-21,2024-12-18,0.2978723404255319,881
93716675,HireHub,1,2024-03-05,47,1,2024-02-23,2024-11-13,0.02127659574468085,264
24257989,Kosme Aesthetics,1,2024-02-16,47,2,2022-02-24,2024-11-14,0.0425531914893617,994
20931620,Ipsos SA,1,2024-12-30,46,1,2022-01-14,2024-12-30,0.021739130434782608,1081
6442551,STX Service Singapore,1,2022-09-18,46,1,2022-02-15,2024-11-19,0.021739130434782608,1008
93365965,Digital Disruption,1,2024-08-06,46,1,2024-01-12,2024-12-03,0.021739130434782608,326
500585,"Dataiku, Inc.",1,2023-11-20,46,21,2022-01-04,2024-12-16,0.45652173913043476,1077
23458589,DRW Holdings LLC,1,2022-05-17,46,2,2022-02-04,2024-11-16,0.043478260869565216,1016
834122,Armour Publishing Pte Ltd.,1,2022-06-09,46,4,2022-04-22,2024-09-23,0.08695652173913043,885
1270063,"Motorola Solutions, Inc.",1,2024-02-27,46,2,2022-02-01,2024-12-20,0.043478260869565216,1053
761691,Racer Technology Pte Ltd.,1,2022-07-08,46,3,2022-07-08,2024-12-26,0.06521739130434782,902
22188433,Egon Oldendorff GmbH & Co. KG,1,2024-11-13,46,2,2022-01-21,2024-12-09,0.043478260869565216,1053
15453561,Ix Technology Private Ltd.,1,2022-03-24,46,6,2022-03-01,2024-11-14,0.13043478260869565,989
4520888,Kohepets,1,2023-10-12,46,4,2022-01-06,2024-10-28,0.08695652173913043,1026
92948313,smrt,1,2024-06-16,46,1,2024-05-25,2024-09-19,0.021739130434782608,117
316228,Univac Precision Engineering Pte Ltd.,1,2022-03-29,46,3,2022-01-11,2024-06-25,0.06521739130434782,896
27923601,Mercantile Pacific,1,2024-04-18,46,1,2022-05-27,2024-12-03,0.021739130434782608,921
22148504,1-Net Singapore Pte Ltd.,1,2022-09-18,45,9,2022-08-10,2024-12-10,0.2,853
223001,"Mettler-Toledo International, Inc.",1,2022-03-24,45,10,2022-03-22,2024-11-11,0.2222222222222222,965
359929,"LiquiDx, Inc. (New York)",1,2023-08-16,45,5,2023-01-09,2024-06-21,0.1111111111111111,529
537097,X0PA AI Pte Ltd.,1,2023-03-13,45,1,2022-02-06,2024-11-16,0.022222222222222223,1014
96734846,Lumileds Holding BV,1,2022-04-25,45,1,2022-01-05,2022-08-24,0.022222222222222223,231
22142030,AIG APAC Holdings Pte Ltd.,1,2022-01-11,45,4,2022-01-11,2024-08-02,0.08888888888888889,934
354286,Easmed Pte Ltd.,1,2024-03-01,45,2,2022-01-09,2024-12-26,0.044444444444444446,1082
5619729,PowerPlus (5619729),1,2024-09-20,45,1,2022-03-22,2024-12-19,0.022222222222222223,1003
19655031,Hock Tong Bee Pte Ltd.,1,2022-01-04,45,1,2022-01-04,2024-12-27,0.022222222222222223,1088
15872773,Nas-tec srl,1,2022-11-08,44,10,2022-11-08,2024-12-12,0.22727272727272727,765
146916,Aggreko Ltd.,1,2022-01-06,44,5,2022-01-06,2024-10-01,0.11363636363636363,999
2158827,"Shanghai Daiao Talent Information Consulting Co., Ltd",1,2023-10-18,44,1,2023-09-14,2024-12-11,0.022727272727272728,454
211744,KMP AG,1,2022-05-11,44,1,2022-01-19,2024-11-28,0.022727272727272728,1044
1693675,MANEUVER MARKETING PTE. LTD.,1,2023-10-06,44,5,2022-01-05,2024-12-14,0.11363636363636363,1074
438046,Lotte Confectionery (S.E.A.) Pte Ltd.,1,2023-01-05,44,1,2022-01-19,2024-11-07,0.022727272727272728,1023
20946536,World Wide Technology LLC,1,2023-02-23,44,1,2022-04-21,2024-11-22,0.022727272727272728,946
18323308,SME Marketing Solutions,1,2024-03-08,44,5,2022-04-29,2024-11-06,0.11363636363636363,922
2209864,AXRAIL PTE. LTD.,1,2024-07-10,44,2,2022-02-24,2024-12-10,0.045454545454545456,1020
718787,"Bridgestone Americas, Inc.",1,2024-04-25,44,1,2022-01-06,2024-12-16,0.022727272727272728,1075
20072069,Vsmart Technologies Pvt Ltd,1,2024-05-24,44,4,2022-03-22,2024-12-31,0.09090909090909091,1015
585873,Soitec SA,1,2023-04-20,44,2,2022-11-24,2024-12-19,0.045454545454545456,756
946155,Optiver Holding BV,1,2024-12-06,44,2,2022-05-06,2024-12-10,0.045454545454545456,949
99263607,OMS Oilfield Services Pte Ltd.,1,2024-09-01,44,1,2022-01-20,2024-12-03,0.022727272727272728,1048
8513275,Agora Colearning,1,2022-09-20,44,3,2022-03-29,2024-12-19,0.06818181818181818,996
16541,Jebsen & Jessen (SEA) Pte Ltd.,1,2022-11-07,44,3,2022-06-03,2024-12-17,0.06818181818181818,928
19658333,CAMERON,1,2022-05-17,43,1,2022-01-04,2024-07-08,0.023255813953488372,916
16625652,People Lab Srl,1,2023-02-13,43,3,2022-10-27,2024-07-26,0.06976744186046512,638
885031,"Netvirta, Inc.",1,2024-02-29,43,3,2022-03-30,2024-10-26,0.06976744186046512,941
539787,"Adrenalin, Inc.",1,2022-04-03,43,1,2022-03-23,2024-10-10,0.023255813953488372,932
299456,Tiong Woon Corp. Holding Ltd.,1,2022-09-27,43,2,2022-08-06,2024-09-23,0.046511627906976744,779
1205086,DFO Global Performance Commerce Ltd.,1,2022-01-04,43,4,2022-01-04,2023-06-13,0.09302325581395349,525
155853,Sumitomo Bakelite Singapore Pte Ltd.,1,2024-01-03,43,5,2022-03-22,2024-12-09,0.11627906976744186,993
1996445,"Amity Global Institute,Singapore",1,2024-03-01,43,2,2022-07-04,2024-12-04,0.046511627906976744,884
483905,Lab Ariad S.L.,1,2024-03-12,43,2,2024-03-12,2024-06-13,0.046511627906976744,93
7173054,Winter Time Pte Ltd.,1,2024-07-05,43,2,2023-04-11,2024-12-06,0.046511627906976744,605
18283612,Skyline Business Consulting,1,2023-11-23,43,1,2022-06-15,2024-11-22,0.023255813953488372,891
1693970,SagePaths Global Education,1,2022-11-18,43,9,2022-02-22,2024-12-30,0.20930232558139536,1042
1136521,Storbest-SSHK Cold Logistics Pte Ltd.,1,2023-02-07,43,1,2022-01-10,2024-11-28,0.023255813953488372,1053
22083369,Wah Son Engineering Pte Ltd.,1,2024-03-21,43,1,2022-01-05,2024-07-29,0.023255813953488372,936
1236002,"Power Integrations, Inc.",1,2022-12-27,42,1,2022-01-06,2024-03-28,0.023809523809523808,812
6711923,The Hyphen Group Ltd.,1,2022-08-24,42,1,2022-01-21,2023-05-17,0.023809523809523808,481
1463183,Thegreyspace Co.,1,2023-11-13,42,1,2022-03-29,2024-10-14,0.023809523809523808,930
93535043,ahtc,1,2024-02-27,42,4,2022-01-18,2024-07-30,0.09523809523809523,924
486105,Limitless LLC,1,2024-02-26,42,1,2022-01-11,2024-12-11,0.023809523809523808,1065
1027305,BioNTech R&D (Austria) GmbH,1,2023-11-21,42,1,2022-01-28,2024-10-02,0.023809523809523808,978
22154824,"Computhink, Inc.",1,2023-03-06,42,14,2022-01-14,2024-12-02,0.3333333333333333,1053
22197658,Como Automobiles SAS,1,2023-10-05,42,1,2022-09-28,2024-12-27,0.023809523809523808,821
48496627,Asis Technologies Pte Ltd.,1,2022-01-19,42,5,2022-01-11,2024-12-31,0.11904761904761904,1085
293784,Mastereign Enrichment Pte Ltd.,1,2024-03-04,42,3,2023-11-08,2024-12-08,0.07142857142857142,396
20951869,Santa Fe Relocation Services (S) Pte Ltd.,1,2023-07-14,42,1,2022-01-18,2024-12-24,0.023809523809523808,1071
1056566,PPLingo Pte Ltd.,1,2024-05-14,42,8,2022-01-02,2024-12-05,0.19047619047619047,1068
22215509,Leong Hup Food Pte Ltd.,1,2022-03-28,42,3,2022-03-17,2024-12-20,0.07142857142857142,1009
9619542,Birmingham Academy Pte Ltd,1,2022-03-22,42,6,2022-03-22,2024-12-30,0.14285714285714285,1014
14668765,LeaderImpact - Singapore,1,2024-08-21,42,1,2022-06-28,2024-08-21,0.023809523809523808,785
354813,Assetando Real Estate GmbH,1,2022-03-04,42,8,2022-01-09,2023-03-14,0.19047619047619047,429
12093681,Eye Recruitment,1,2022-03-02,42,1,2022-01-08,2023-07-22,0.023809523809523808,560
1492305,Miraco Nutripharm Pte Ltd.,1,2023-07-28,42,5,2022-02-18,2024-12-06,0.11904761904761904,1022
96757500,Hypergai Pte Ltd.,1,2023-09-02,41,38,2023-09-02,2024-07-30,0.926829268292683,332
23285926,RiskInsight Consulting Pvt Ltd.,1,2024-12-09,41,1,2024-09-19,2024-12-19,0.024390243902439025,91
22227956,Boustead International Heaters Ltd.,1,2024-04-12,41,1,2023-01-03,2024-11-04,0.024390243902439025,671
2104916,Siena Health Pte Ltd.,1,2024-07-18,41,3,2022-05-19,2024-10-16,0.07317073170731707,881
11011739,Consultoria y Comunicaciones de Navarra SL,1,2023-10-04,41,9,2022-02-10,2024-12-06,0.21951219512195122,1030
94572285,"Wiz, Inc. (IL)",1,2024-04-03,41,2,2022-01-13,2024-08-20,0.04878048780487805,950
544796,Raffles College of Higher Education Sdn. Bhd.,1,2023-08-26,41,2,2022-01-20,2024-10-08,0.04878048780487805,992
7916558,"Team Logistics, Inc.",1,2024-11-08,41,1,2023-07-19,2024-11-22,0.024390243902439025,492
21022660,"Tenable Holdings, Inc.",1,2024-02-16,41,1,2022-03-24,2024-09-12,0.024390243902439025,903
1157892,Greentech International Pte Ltd.,1,2022-07-04,41,3,2022-01-05,2024-04-22,0.07317073170731707,838
1402091,Tetra Pak AB,1,2022-02-28,41,1,2022-02-28,2024-08-21,0.024390243902439025,905
1186824,"Gilead Sciences, Inc.",1,2022-02-07,41,4,2022-02-07,2024-12-24,0.0975609756097561,1051
4136176,ICS - International Conference Services - Denmark - by MCI,1,2022-06-23,41,18,2022-06-02,2022-11-21,0.43902439024390244,172
98306421,RevUp Proservices Pte Ltd,1,2024-10-15,41,2,2024-08-01,2024-12-27,0.04878048780487805,148
772805,Awin Resource International Pte Ltd.,1,2024-09-13,41,1,2022-01-08,2024-12-31,0.024390243902439025,1088
4498671,Kingston Medical Clinic,1,2024-05-01,40,5,2022-01-23,2024-11-29,0.125,1041
996721,Modern Link Pte Ltd.,1,2024-03-08,40,1,2022-01-20,2024-12-11,0.025,1056
26574116,BioSyngen Pte Ltd.,1,2024-10-09,40,2,2022-04-16,2024-11-27,0.05,956
101193324,Freight Mark Logistics (S) Pte Ltd,1,2024-03-18,40,1,2022-02-04,2024-11-22,0.025,1022
94908997,Kleos Recruitment,1,2024-08-19,40,1,2024-04-25,2024-11-26,0.025,215
1217182,Ross Video Ltd.,1,2024-11-01,40,1,2022-01-03,2024-12-16,0.025,1078
290421,Kpay Merchant Service Ltd.,1,2023-09-26,40,1,2022-05-07,2024-08-16,0.025,832
22151419,Angel,1,2023-09-11,40,1,2022-01-11,2024-10-17,0.025,1010
15972748,New Future AB,1,2023-08-18,40,1,2022-01-09,2024-02-07,0.025,759
4039252,Holland International School,1,2024-04-01,40,4,2022-07-12,2024-11-20,0.1,862
1082669,Danfoss A/S,1,2022-06-27,40,1,2022-01-26,2024-06-13,0.025,869
1230953,"Steelcase, Inc.",1,2022-03-22,40,1,2022-01-05,2024-02-07,0.025,763
2310487,BENG HOCK MECHANICAL ENGINEERING PTE. LTD.,1,2022-01-18,40,5,2022-01-18,2024-05-09,0.125,842
408858,EFG International AG,1,2023-10-02,40,2,2022-02-11,2024-11-14,0.05,1007
48840,CKD Singapore Pte Ltd.,1,2022-09-04,40,5,2022-01-21,2024-09-11,0.125,964
19176398,"Aardvark Medical, Inc.",1,2024-12-11,40,1,2022-03-23,2024-12-11,0.025,994
148572,Partipost Pte Ltd.,1,2023-09-27,40,1,2022-01-20,2024-11-26,0.025,1041
11331815,DigiWorld Technologies,1,2022-01-05,40,4,2022-01-05,2024-12-09,0.1,1069
1041285,Oilfield Services & Supplies Pte Ltd.,1,2023-10-30,40,1,2022-02-08,2024-10-21,0.025,986
1016924,"8x8, Inc.",1,2024-10-10,39,1,2022-03-18,2024-12-18,0.02564102564102564,1006
90582662,"Videojet Technologies, Inc.",1,2023-05-29,39,2,2022-04-07,2024-12-25,0.05128205128205128,993
5532966,PHILORE,1,2024-09-02,39,1,2023-10-09,2024-12-12,0.02564102564102564,430
22168568,Grupo General Cable Sistemas SL,1,2024-05-07,39,2,2022-02-17,2024-12-05,0.05128205128205128,1022
6738299,Tien Hsia Language School,1,2023-01-20,39,13,2022-01-11,2024-11-30,0.3333333333333333,1054
1018914,"Arthrex, Inc.",1,2024-05-20,39,1,2023-09-04,2024-12-16,0.02564102564102564,469
7384154,Cru (Florida),1,2022-09-12,39,1,2022-06-15,2024-08-21,0.02564102564102564,798
11559739,Dynamics International School Pte Ltd.,1,2024-05-20,39,1,2022-04-09,2024-12-05,0.02564102564102564,971
22149315,Spotify Technology SA,1,2022-03-31,39,1,2022-02-01,2024-12-18,0.02564102564102564,1051
9069123,AspenHealth Singapore,1,2024-04-16,39,2,2022-01-18,2024-12-03,0.05128205128205128,1050
1250257,Quadrant Technologies LLC,1,2024-06-18,39,1,2022-09-09,2024-10-26,0.02564102564102564,778
21423061,Forward Agency (21423061),1,2024-06-05,39,7,2024-06-05,2024-12-17,0.1794871794871795,195
122896,Fortive Corp.,1,2022-11-02,39,2,2022-01-20,2024-12-27,0.05128205128205128,1072
5108959,In2 Marketing & Consulting Sdn Bhd.,1,2022-07-29,39,1,2022-01-20,2024-12-29,0.02564102564102564,1074
941029,"FormFactor, Inc.",1,2024-07-25,38,1,2022-01-20,2024-08-15,0.02631578947368421,938
