ultimate_parent_rcid,firm_name,ever_genai,first_genai_date,total_postings,total_genai_integrator_posts,first_post_date,last_post_date,share_genai_integrator_posts,active_days
1266448,CLA Global TS Holdings Pte Ltd.,1,2024-08-20,191,1,2022-01-04,2024-12-09,0.005235602094240838,1070
96272242,One Consulting,1,2023-01-17,191,1,2022-01-06,2024-11-05,0.005235602094240838,1034
618292,Careerstar International Pte Ltd.,1,2023-10-26,190,2,2022-01-10,2024-10-14,0.010526315789473684,1008
8595421,Wilhelmsen Group,1,2024-02-05,190,2,2022-01-04,2024-12-18,0.010526315789473684,1079
5361139,OOm Pte Ltd,1,2023-07-31,190,10,2022-01-17,2024-12-31,0.05263157894736842,1079
7503547,Ascenda Loyalty Pte Ltd.,1,2023-05-04,189,9,2022-01-10,2024-08-14,0.047619047619047616,947
22239777,Swift Technical Resources LLC,1,2022-02-15,189,4,2022-01-05,2024-09-06,0.021164021164021163,975
5982285,Ryan's Grocery,1,2023-11-15,189,9,2022-01-06,2024-12-26,0.047619047619047616,1085
75729,Smiths Detection Group Ltd.,1,2023-06-16,189,3,2022-01-20,2024-11-26,0.015873015873015872,1041
22206565,DNV Group AS,1,2023-02-01,189,2,2022-01-27,2024-12-15,0.010582010582010581,1053
7127045,We Plus SpA,1,2024-09-05,188,3,2023-12-15,2024-12-23,0.015957446808510637,374
542608,BDO LLP,1,2024-08-08,187,2,2022-01-09,2024-11-14,0.0106951871657754,1040
22238296,Samsung C&T Corp. /Old/,1,2024-06-25,187,1,2022-02-17,2024-12-16,0.0053475935828877,1033
288469,Kok Tong Construction Pte Ltd.,1,2024-05-20,187,2,2022-01-14,2024-12-31,0.0106951871657754,1082
92855839,Vantage Point (South Africa),1,2022-03-03,187,4,2022-01-11,2024-12-24,0.0213903743315508,1078
1311350,Intel Corp.,1,2022-01-04,186,5,2022-01-04,2024-11-21,0.026881720430107527,1052
26892504,Tyson Jay,1,2023-07-11,186,1,2023-04-18,2024-12-24,0.005376344086021506,616
1354936,Singapore Institute of Management,1,2024-03-06,186,2,2022-01-04,2024-12-26,0.010752688172043012,1087
95936127,Panda Hresource Pte Ltd,1,2022-01-13,186,1,2022-01-13,2024-12-18,0.005376344086021506,1070
453193,Upskills Pte Ltd.,1,2024-01-30,185,6,2022-01-19,2024-12-04,0.032432432432432434,1050
543640,Adyen NV,1,2022-11-25,185,1,2022-01-03,2024-12-17,0.005405405405405406,1079
22268896,"Kyndryl, Inc.",1,2024-07-22,184,9,2022-01-12,2024-12-24,0.04891304347826087,1077
165746,Pcubed SAS,1,2022-07-30,184,3,2022-01-07,2024-12-16,0.016304347826086956,1074
5749633,Eight Talons Consulting,1,2022-08-01,184,1,2022-01-04,2024-02-20,0.005434782608695652,777
35452,Yamaha Music Communications Co. Ltd.,1,2024-01-18,184,3,2022-01-05,2024-11-18,0.016304347826086956,1048
1289500,JK Technosoft Ltd.,1,2022-07-12,184,1,2022-01-04,2023-01-19,0.005434782608695652,380
6527080,Talent Spot Group Pte Ltd,1,2022-06-16,183,1,2022-01-04,2024-12-09,0.00546448087431694,1070
3777966,Global Eduhub Pte Ltd.,1,2022-03-23,183,5,2022-01-04,2024-12-26,0.0273224043715847,1087
11099547,DATASEARCH CONSULTING SINGAPORE PTE. LTD.,1,2023-09-20,183,1,2022-01-06,2024-04-17,0.00546448087431694,832
22247809,Rotary Engineering Pte Ltd.,1,2023-07-13,183,3,2022-01-05,2024-12-23,0.01639344262295082,1083
6364748,St.Hua Private School,1,2024-08-28,183,7,2022-03-22,2024-12-18,0.03825136612021858,1002
22233935,Cathay Cineplexes Pte Ltd.,1,2022-07-12,182,1,2022-01-12,2024-10-24,0.005494505494505495,1016
304187,American Bureau of Shipping,1,2023-06-27,182,3,2022-01-13,2024-12-20,0.016483516483516484,1072
173622,GRIT Search Pte Ltd.,1,2023-07-26,181,2,2022-02-03,2024-11-23,0.011049723756906077,1024
5553626,Pinpoint Asia Ltd.,1,2024-06-18,180,4,2022-01-04,2024-11-25,0.022222222222222223,1056
23454047,Unilever Plc,1,2022-10-11,180,12,2022-01-14,2024-12-20,0.06666666666666667,1071
1218457,Aventis School of Management,1,2023-02-03,179,19,2022-01-06,2024-11-25,0.10614525139664804,1054
22786400,"Holiday Inn /Jekyll Island, GA/",1,2024-01-23,178,1,2022-01-14,2024-12-31,0.0056179775280898875,1082
18235315,Service Connections Hr Consultancy Pte Ltd.,1,2024-07-10,178,1,2022-01-13,2024-12-26,0.0056179775280898875,1078
6604782,TESCOM (SINGAPORE) SOFTWARE SYSTEMS TESTING PTE LTD.,1,2023-08-10,177,1,2022-01-15,2024-12-12,0.005649717514124294,1062
22152077,voco Orchard Singapore,1,2024-07-12,177,2,2022-01-17,2024-12-24,0.011299435028248588,1072
1281070,Aurex-Group,1,2022-05-10,177,1,2022-01-03,2024-08-23,0.005649717514124294,963
266201,Ninja Logistics Pte Ltd.,1,2022-01-21,177,14,2022-01-04,2024-12-25,0.07909604519774012,1086
22155456,Singapore Epson Industrial Pte Ltd.,1,2022-04-20,177,3,2022-01-21,2024-12-08,0.01694915254237288,1052
15256604,Match Resources,1,2024-06-07,176,3,2022-01-12,2024-10-08,0.017045454545454544,1000
5479174,Pazzion International Pte Ltd.,1,2022-07-05,176,7,2022-01-04,2024-12-03,0.03977272727272727,1064
22231506,PacificLight Energy Pte Ltd.,1,2023-03-17,176,1,2022-01-04,2024-11-20,0.005681818181818182,1051
3831288,Grand Imperial Hotel,1,2022-03-25,176,1,2022-01-11,2024-12-26,0.005681818181818182,1080
99263536,Molex LLC,1,2022-01-27,175,3,2022-01-06,2024-09-18,0.017142857142857144,986
620074,Brenntag SE,1,2024-11-09,175,1,2022-01-06,2024-12-10,0.005714285714285714,1069
2230871,Bah Partners Ltd.,1,2024-11-15,175,2,2022-01-03,2024-12-20,0.011428571428571429,1082
96930374,Talentvue Pte Ltd,1,2024-02-17,175,3,2023-04-05,2024-11-30,0.017142857142857144,605
6102017,Sedha Consulting Pty Ltd.,1,2023-11-07,175,1,2023-07-05,2024-12-24,0.005714285714285714,538
53955,Pharmex Healthcare Pte Ltd.,1,2023-09-13,174,1,2022-01-07,2024-10-09,0.005747126436781609,1006
23800891,Connexus Global (23800891),1,2022-04-01,172,2,2022-01-19,2024-03-25,0.011627906976744186,796
1357583,"Greenlane Holdings, Inc.",1,2024-08-21,172,1,2023-10-14,2024-12-25,0.005813953488372093,438
21032985,Element Materials Technology Ltd.,1,2022-06-21,171,2,2022-01-10,2024-12-19,0.011695906432748537,1074
22151604,Olympus Imaging Australia Pty Ltd.,1,2022-01-12,171,2,2022-01-11,2024-12-17,0.011695906432748537,1071
1103840,BCD Travel BV,1,2022-04-22,170,16,2022-01-21,2024-12-23,0.09411764705882353,1067
93518230,AMS,1,2022-02-08,170,1,2022-01-05,2024-10-16,0.0058823529411764705,1015
5759075,Quantum Leap Career Consultancy,1,2022-08-08,169,2,2022-01-11,2024-11-22,0.011834319526627219,1046
7940753,"Venti Technologies, Inc.",1,2024-01-12,168,2,2022-06-25,2024-12-24,0.011904761904761904,913
626759,"QUALCOMM, Inc.",1,2024-01-17,168,3,2022-01-11,2024-12-23,0.017857142857142856,1077
16293565,One Consulting (Global) Pte Ltd.,1,2023-02-16,168,1,2022-12-12,2024-04-29,0.005952380952380952,504
4181461,Impossible Marketing,1,2023-02-02,168,22,2022-01-04,2024-12-06,0.13095238095238096,1067
22211715,Far East Organisation Pte Ltd.,1,2022-06-20,167,2,2022-01-10,2024-12-29,0.011976047904191617,1084
976438,Singapore-MIT Alliance for Research & Technology,1,2023-06-12,167,11,2022-01-17,2024-12-19,0.0658682634730539,1067
7664743,Anter Consulting,1,2024-10-25,167,1,2022-01-24,2024-12-23,0.005988023952095809,1064
350828,"International Flavors & Fragrances, Inc.",1,2022-01-26,166,4,2022-01-10,2024-12-20,0.024096385542168676,1075
3162438,Djb Group of Cos. Pte Ltd.,1,2022-09-23,166,4,2022-01-11,2024-11-11,0.024096385542168676,1035
1119905,Father Flanagan's Boys' Home,1,2023-07-11,166,4,2022-01-14,2024-11-28,0.024096385542168676,1049
14565604,Lambda Computing Solutions (S) Pte Ltd.,1,2024-10-30,165,1,2022-06-15,2024-12-30,0.006060606060606061,929
673240,Lovebonito Singapore Pte Ltd.,1,2022-12-15,164,4,2022-03-16,2024-12-18,0.024390243902439025,1008
99392748,Richdale International Executive Search Pte. Ltd.,1,2023-12-04,163,2,2022-03-22,2024-12-10,0.012269938650306749,994
22252279,National Technical Systems LLC,1,2022-02-15,163,6,2022-01-11,2024-11-27,0.03680981595092025,1051
92821655,Xilinx Inc,1,2022-10-18,163,5,2022-01-03,2024-08-12,0.03067484662576687,952
6777889,Total Ebiz Solutions,1,2022-10-01,163,1,2022-01-06,2024-11-13,0.006134969325153374,1042
93162946,Lifeslice,1,2022-01-05,163,8,2022-01-05,2024-12-24,0.049079754601226995,1084
1245939,Itcan Pte Ltd.,1,2022-07-20,163,2,2022-04-21,2024-12-24,0.012269938650306749,978
251578,"WESCO International, Inc.",1,2022-02-23,162,33,2022-01-25,2024-12-23,0.2037037037037037,1063
1003591,Page Executive,1,2024-01-24,162,1,2022-10-27,2024-12-10,0.006172839506172839,775
488084,Aspial Corp. Ltd.,1,2022-05-04,162,3,2022-01-21,2024-12-16,0.018518518518518517,1060
657640,RGF Professional Recruitment,1,2022-10-01,162,1,2022-05-24,2022-11-25,0.006172839506172839,185
95516475,Right Search,1,2024-04-22,161,2,2023-08-07,2024-12-28,0.012422360248447204,509
93027361,Prism Tech,1,2024-06-19,161,1,2022-01-12,2024-12-11,0.006211180124223602,1064
21040968,POSH Fleet Services Pte Ltd.,1,2024-08-12,161,6,2022-02-08,2024-12-31,0.037267080745341616,1057
1170407,World Scientific Publishing Co. Pte Ltd.,1,2022-10-13,160,1,2022-01-20,2024-12-26,0.00625,1071
1422747,Infosight Consulting Services Ltd.,1,2023-04-25,160,1,2023-01-24,2024-06-03,0.00625,496
94126261,Ninja Logistics,1,2022-12-29,159,2,2022-01-11,2024-11-27,0.012578616352201259,1051
795059,"Under Armour, Inc.",1,2023-03-16,159,3,2022-01-26,2024-12-16,0.018867924528301886,1055
611331,MSC Mediterranean Shipping Co. SA,1,2022-07-15,159,22,2022-01-09,2024-12-24,0.13836477987421383,1080
6527020,"Talent Search, Inc.",1,2024-02-14,158,1,2022-01-04,2024-11-29,0.006329113924050633,1060
15373765,Conrad Singapore Orchard,1,2022-03-25,158,4,2022-01-11,2024-12-23,0.02531645569620253,1077
20250916,WHIZ LINK MANPOWER,1,2024-02-13,158,1,2022-01-03,2024-11-27,0.006329113924050633,1059
871683,Western Plant Hire (WA) Pty Ltd.,1,2024-07-16,157,1,2022-01-10,2024-12-20,0.006369426751592357,1075
1367292,"Williams-Sonoma, Inc.",1,2022-06-03,156,15,2022-01-07,2024-11-21,0.09615384615384616,1049
854704,"VUI, Inc.",1,2024-02-17,156,2,2022-01-08,2024-12-26,0.01282051282051282,1083
333093,Shinryo Corp.,1,2024-03-13,156,1,2022-01-15,2024-12-27,0.00641025641025641,1077
3955909,Hatch Asia Consulting Pte Ltd.,1,2022-09-24,156,2,2022-01-09,2024-11-25,0.01282051282051282,1051
273054,"Lumen Technologies, Inc. (Louisiana)",1,2022-06-29,156,4,2022-01-12,2024-12-16,0.02564102564102564,1069
27746301,AIG,1,2022-01-15,156,7,2022-01-15,2024-12-06,0.04487179487179487,1056
22152118,Shilla Travel Retail Pte Ltd.,1,2022-09-14,156,2,2022-01-13,2024-12-17,0.01282051282051282,1069
5394597,OSG Containers and Modular Pte Ltd,1,2024-09-19,155,3,2022-01-07,2024-12-20,0.01935483870967742,1078
971856,Tech Mahindra Ltd.,1,2024-05-25,155,2,2022-01-05,2024-12-16,0.012903225806451613,1076
1194004,International Baccalaureate Organization,1,2023-12-26,155,1,2022-01-04,2024-12-30,0.0064516129032258064,1091
141202,Jte Recruit Pte Ltd.,1,2022-01-07,155,9,2022-01-07,2024-12-02,0.05806451612903226,1060
1032330,Cityneon Holdings Pte. Ltd.,1,2022-09-24,155,52,2022-01-17,2024-12-17,0.33548387096774196,1065
6469559,Superform Consulting Pte Ltd.,1,2022-06-07,155,2,2022-01-04,2024-09-02,0.012903225806451613,972
10752093,Consolidated System(S) Pte Ltd,1,2022-04-03,154,2,2022-01-04,2024-12-02,0.012987012987012988,1063
1185566,Decathlon SE,1,2022-03-31,154,5,2022-01-04,2024-12-30,0.032467532467532464,1091
2361693,Bioquest Advisory Pte Ltd.,1,2023-08-15,153,32,2022-01-17,2024-12-04,0.20915032679738563,1052
310676,Trusted Services Pte Ltd.,1,2024-04-15,153,1,2022-02-18,2024-09-26,0.006535947712418301,951
802781,Mentor Media Ltd.,1,2024-04-08,152,1,2022-01-05,2024-12-19,0.006578947368421052,1079
1054379,KrisShop Pte Ltd.,1,2022-08-09,152,6,2022-01-03,2024-12-16,0.039473684210526314,1078
357217,Lam Research Corp.,1,2024-04-25,152,2,2022-01-12,2024-12-18,0.013157894736842105,1071
13108081,Hanlin International Education,1,2024-10-11,151,1,2023-08-21,2024-10-25,0.006622516556291391,431
14331804,KING SEARCH,1,2024-01-17,151,2,2022-01-07,2024-12-16,0.013245033112582781,1074
787921,Maker Lab Pte. Ltd.,1,2023-11-03,151,2,2022-01-11,2024-12-30,0.013245033112582781,1084
388314,OUE Restaurants Pte Ltd.,1,2022-12-12,151,1,2022-01-12,2024-10-25,0.006622516556291391,1017
99783686,Cosmos Recruit,1,2023-02-17,150,2,2023-02-10,2024-07-01,0.013333333333333334,507
1256784,"F5, Inc.",1,2023-01-21,150,2,2022-01-14,2024-12-12,0.013333333333333334,1063
382720,"Arrow Electronics, Inc.",1,2023-02-01,149,6,2022-01-05,2024-12-27,0.040268456375838924,1087
93399642,Connect One Consulting Pte Ltd.,1,2022-03-16,149,1,2022-03-16,2024-11-13,0.006711409395973154,973
334602,Yara International ASA,1,2023-06-20,149,1,2022-01-05,2024-09-23,0.006711409395973154,992
85883,IKas International Ltd.,1,2024-03-04,148,2,2022-01-12,2024-08-16,0.013513513513513514,947
1214068,"Cloudflare, Inc.",1,2023-01-09,148,3,2022-01-20,2024-11-24,0.02027027027027027,1039
252034,Warner Media LLC,1,2023-02-22,148,1,2022-01-06,2024-12-17,0.006756756756756757,1076
4387462,Jameson Legal Ltd.,1,2022-02-18,148,1,2022-01-07,2024-10-20,0.006756756756756757,1017
642662,You Technologies Group Ltd.,1,2024-07-01,147,1,2022-01-22,2024-12-17,0.006802721088435374,1060
9695,Amplus Communication Pte Ltd.,1,2022-06-21,147,2,2022-02-10,2024-10-04,0.013605442176870748,967
832947,Clarion Events Ltd.,1,2024-07-08,147,2,2022-01-04,2024-11-13,0.013605442176870748,1044
800198,Korn Ferry,1,2022-04-04,146,1,2022-01-03,2024-12-04,0.00684931506849315,1066
97850200,Kanry Search,1,2024-09-24,146,4,2024-06-26,2024-12-19,0.0273972602739726,176
805281,Archer-Daniels-Midland Co.,1,2022-04-27,146,3,2022-01-04,2024-12-20,0.02054794520547945,1081
1140273,YTL PowerSeraya Pte Ltd.,1,2022-06-22,146,1,2022-01-05,2024-12-26,0.00684931506849315,1086
704894,Pnh Group,1,2024-01-24,146,1,2022-06-30,2024-12-23,0.00684931506849315,907
310409,Hegen Pte Ltd.,1,2023-09-28,146,5,2022-03-22,2024-12-09,0.03424657534246575,993
3460155,Excellence Singapore Pte Ltd.,1,2023-01-20,146,2,2022-01-10,2024-04-01,0.0136986301369863,812
7682522,Bifrost Pte Ltd.,1,2022-07-06,145,41,2022-07-06,2024-10-30,0.2827586206896552,847
23275544,Recruitment Oasis Pte Ltd,1,2022-07-30,145,4,2022-03-18,2024-09-16,0.027586206896551724,913
22252461,Stamford American International School Pte Ltd.,1,2023-10-26,145,1,2022-01-09,2024-12-12,0.006896551724137931,1068
3470095,Expertise Technologies Pte Ltd.,1,2024-07-16,144,1,2022-01-06,2024-12-26,0.006944444444444444,1085
314033,Morgan Philips UK Ltd.,1,2022-09-23,144,4,2022-02-11,2024-04-15,0.027777777777777776,794
93490175,Aztech Systems,1,2024-03-13,144,1,2022-01-11,2024-12-02,0.006944444444444444,1056
935873,Watsons Singapore Pte Ltd.,1,2022-12-13,143,2,2022-01-11,2024-11-26,0.013986013986013986,1050
2872392,Concorde Hotel Singapore,1,2022-07-02,143,10,2022-03-02,2024-10-04,0.06993006993006994,947
7118485,wei!Creative (SG) Pte. Ltd.,1,2022-01-06,143,1,2022-01-06,2024-12-30,0.006993006993006993,1089
3680453,Futurex Technologies Pte Ltd.,1,2023-12-12,143,5,2022-01-09,2024-12-26,0.03496503496503497,1082
1468159,Sabre Corp.,1,2022-12-14,143,3,2022-01-17,2024-12-20,0.02097902097902098,1068
6526623,TALENT EDGE RECRUITMENT LLP,1,2022-06-24,142,2,2022-01-05,2024-12-19,0.014084507042253521,1079
7917,"Ingram Micro, Inc.",1,2022-05-26,142,5,2022-01-05,2024-10-27,0.035211267605633804,1026
660434,Charles & Keith Group Pte Ltd.,1,2022-08-25,142,3,2022-01-05,2024-12-19,0.02112676056338028,1079
6333215,Speech Academy Asia,1,2024-07-01,142,1,2022-06-18,2024-12-18,0.007042253521126761,914
595645,Salad Stop Pte Ltd.,1,2022-03-22,142,5,2022-01-06,2024-12-20,0.035211267605633804,1079
1194394,"Efficient Networks, Inc.",1,2023-07-06,142,2,2022-01-05,2024-10-30,0.014084507042253521,1029
26815682,MyCareersFuture,1,2023-02-13,142,4,2022-06-15,2024-08-29,0.028169014084507043,806
6494879,Swimwerks Asia Pte Ltd,1,2024-04-25,142,1,2022-01-14,2024-12-17,0.007042253521126761,1068
908630,Poh Heng Jewellery Pte Ltd.,1,2022-02-18,141,2,2022-02-18,2024-12-10,0.014184397163120567,1026
80824,Waters Corp.,1,2022-02-24,141,4,2022-01-13,2024-12-05,0.028368794326241134,1057
2234638,Baker's Brew,1,2022-01-17,141,5,2022-01-05,2024-11-10,0.03546099290780142,1040
11824881,REACH Community Services Society,1,2023-04-10,141,5,2022-01-10,2024-12-27,0.03546099290780142,1082
4906766,Mecomb Group,1,2024-01-12,140,6,2022-01-13,2024-12-20,0.04285714285714286,1072
550574,Drew & Napier LLC,1,2022-06-29,140,1,2022-01-04,2024-08-14,0.007142857142857143,953
1794633,Achievers Dream - Chemistry Specialist,1,2023-10-25,139,8,2022-01-19,2024-12-27,0.05755395683453238,1073
12312859,FLAMINGO RECRUITMENT LTD,1,2024-11-29,139,1,2022-03-22,2024-12-25,0.007194244604316547,1009
247356,WongPartnership LLP,1,2024-12-04,138,1,2022-01-08,2024-12-06,0.007246376811594203,1063
22153967,Heineken NV,1,2024-11-05,138,4,2022-03-24,2024-12-12,0.028985507246376812,994
925416,J&T Express Singapore Pte Ltd,1,2023-08-26,138,2,2022-01-12,2024-12-23,0.014492753623188406,1076
840759,"Cummins, Inc.",1,2024-07-02,138,2,2022-02-10,2024-12-13,0.014492753623188406,1037
891884,"Getronics USA, Inc.",1,2023-05-22,138,1,2022-01-04,2024-12-23,0.007246376811594203,1084
1419075,Tum Create Ltd.,1,2023-10-03,137,2,2022-04-01,2024-12-20,0.014598540145985401,994
93280519,Global Consultants Pvt Ltd.,1,2022-06-16,137,1,2022-01-06,2023-09-04,0.0072992700729927005,606
89152902,PM Group Belgium NV,1,2023-05-16,137,4,2022-01-03,2024-07-11,0.029197080291970802,920
92980808,Saitech International Inc.,1,2022-10-22,137,3,2022-01-03,2024-12-04,0.021897810218978103,1066
22154515,Goodwood Park Hotel Pvt Ltd.,1,2022-06-20,137,2,2022-01-04,2024-10-18,0.014598540145985401,1018
1107287,Global Mind SA,1,2024-08-13,137,1,2022-10-24,2024-12-04,0.0072992700729927005,772
841741,Schlumberger Ltd.,1,2022-02-04,136,12,2022-01-12,2024-11-15,0.08823529411764706,1038
97091634,TalentNet HR Services Pte Ltd,1,2024-01-25,136,1,2023-10-17,2024-12-30,0.007352941176470588,440
98569706,TE Connectivity Ltd.,1,2023-03-28,135,19,2022-03-01,2024-12-26,0.14074074074074075,1031
1241268,Coda Payments Pte Ltd.,1,2023-09-27,135,3,2022-01-05,2024-12-04,0.022222222222222223,1064
185521,Flowserve Corp.,1,2022-09-14,135,10,2022-01-13,2024-12-31,0.07407407407407407,1083
20931275,Lion Global Investors Ltd.,1,2024-12-04,135,1,2022-01-13,2024-12-16,0.007407407407407408,1068
1315467,"Prudential Financial, Inc.",1,2022-07-13,135,1,2022-02-08,2024-10-06,0.007407407407407408,971
472309,Memiontec Pte Ltd.,1,2022-11-27,135,9,2022-01-21,2024-12-27,0.06666666666666667,1071
23464080,The British Council,1,2022-07-01,135,1,2022-01-19,2024-12-02,0.007407407407407408,1048
23453910,Nokia Oyj,1,2024-01-10,134,8,2022-01-10,2024-12-23,0.05970149253731343,1078
1289802,NTUC Club,1,2024-08-20,134,2,2022-01-14,2024-12-31,0.014925373134328358,1082
22230717,Moelis & Co.,1,2022-04-20,134,7,2022-01-07,2022-09-15,0.05223880597014925,251
1135383,Mitsubishi Electric Corp.,1,2022-10-07,134,2,2022-01-04,2024-12-20,0.014925373134328358,1081
4393328,JobsPivot (APAC),1,2022-04-09,134,3,2022-01-03,2022-09-10,0.022388059701492536,250
93330352,ES Recruitment Pte Ltd,1,2022-07-15,133,1,2022-01-13,2024-12-31,0.007518796992481203,1083
1137333,RC HOTELS s.r.o.,1,2022-08-18,133,4,2022-01-09,2024-04-22,0.03007518796992481,834
452275,Hashstacs Pte Ltd.,1,2022-02-08,133,3,2022-01-12,2024-12-18,0.022556390977443608,1071
17322357,Recruit International Consultants Pte Ltd.,1,2024-11-05,133,1,2022-02-24,2024-12-11,0.007518796992481203,1021
22181083,Richemont SA,1,2022-01-14,133,3,2022-01-13,2024-10-02,0.022556390977443608,993
518056,Chiu Teng Construction Co. Pte Ltd.,1,2024-01-02,132,2,2022-01-14,2024-12-30,0.015151515151515152,1081
6563928,Techcom Solutions,1,2024-06-12,132,2,2022-01-13,2024-12-17,0.015151515151515152,1069
402059,Augmentus Pte Ltd.,1,2024-01-16,132,3,2022-01-28,2024-12-27,0.022727272727272728,1064
22265994,South East Asia Moulding Co. Pte Ltd.,1,2022-12-20,132,2,2022-01-07,2024-12-26,0.015151515151515152,1084
1022693,HCL Insys Pte Ltd.,1,2024-07-16,131,1,2022-01-04,2024-11-12,0.007633587786259542,1043
1077750,VFlowTech Pte Ltd.,1,2022-10-27,131,2,2022-01-12,2024-12-11,0.015267175572519083,1064
520182,Oliver James Associates Ltd.,1,2024-07-12,131,1,2022-02-03,2024-12-10,0.007633587786259542,1041
2770061,ClearSK Aesthetics Pte Ltd.,1,2023-04-12,131,13,2022-01-04,2024-12-27,0.09923664122137404,1088
1012780,"GE Healthcare Technologies, Inc.",1,2024-02-16,131,5,2022-02-03,2024-12-09,0.03816793893129771,1040
7536214,Pepperl+Fuchs SE,1,2022-06-01,131,1,2022-01-05,2024-12-20,0.007633587786259542,1080
1407012,SThree Plc,1,2022-08-03,129,1,2022-01-02,2023-01-19,0.007751937984496124,382
9865746,BRIGHT VISION CAREER CONSULTANT,1,2022-08-23,129,2,2022-01-10,2024-07-29,0.015503875968992248,931
1060666,"Zendesk, Inc.",1,2024-04-04,129,3,2022-01-10,2024-12-10,0.023255813953488372,1065
11721705,EL Development Pte Ltd.,1,2023-04-25,129,7,2022-08-13,2024-12-18,0.05426356589147287,858
7390554,Poket Pte Ltd.,1,2023-09-15,128,1,2022-07-25,2024-12-27,0.0078125,886
800618,"Avnet, Inc.",1,2022-02-14,128,11,2022-01-03,2024-12-22,0.0859375,1084
14918,"Daniel J. Edelman Holdings, Inc.",1,2023-08-29,128,1,2022-01-04,2024-12-30,0.0078125,1091
1252962,Brighton College,1,2023-08-13,128,3,2022-01-26,2024-12-11,0.0234375,1050
13216529,Helios Systems Pte Ltd.,1,2023-10-30,128,1,2022-01-07,2024-12-12,0.0078125,1070
95515940,SMTP Consult Pte Ltd,1,2024-09-02,128,4,2023-08-14,2024-12-13,0.03125,487
96163,Smitech Engineering Pte Ltd.,1,2024-06-18,127,5,2022-01-11,2024-12-30,0.03937007874015748,1084
15003142,LIBERTY INSURANCE,1,2022-09-13,127,3,2022-01-29,2024-12-10,0.023622047244094488,1046
548847,YMCA of Singapore,1,2024-03-08,127,1,2022-01-14,2024-12-16,0.007874015748031496,1067
1793618,ACExcellent Consulting,1,2022-09-23,127,2,2022-01-19,2024-10-04,0.015748031496062992,989
950039,SeaTech Solutions International (S) Pte Ltd.,1,2023-09-07,127,5,2022-03-22,2024-12-09,0.03937007874015748,993
398158,The Partners Group LLC,1,2024-08-21,126,1,2022-01-06,2024-12-31,0.007936507936507936,1090
81493,Awwa Ltd.,1,2022-01-04,126,1,2022-01-04,2023-02-08,0.007936507936507936,400
22525098,"Kenvue, Inc.",1,2023-02-04,126,7,2023-02-01,2024-12-15,0.05555555555555555,683
955468,Terrenus Energy Pte Ltd.,1,2022-12-21,126,1,2022-01-20,2024-12-20,0.007936507936507936,1065
10413242,"Startups, Inc.",1,2022-02-17,126,2,2022-01-01,2024-11-11,0.015873015873015872,1045
9057079,Asianext Digital Exchange Pte Ltd.,1,2022-11-24,125,17,2022-06-23,2024-11-05,0.136,866
593588,Siemens Energy AG,1,2022-02-15,125,12,2022-01-05,2024-12-20,0.096,1080
1149835,Ren Ci Hospital,1,2024-01-09,125,1,2022-02-09,2024-12-03,0.008,1028
96053556,Surpass Staffing,1,2024-10-23,125,1,2024-01-25,2024-12-12,0.008,322
993509,Techmasters Matrix Pte Ltd.,1,2022-01-15,125,3,2022-01-06,2024-11-08,0.024,1037
93213066,Iron Mountain Inc.,1,2023-10-20,125,1,2022-02-14,2024-10-12,0.008,971
1819420,Adept Manpower APAC Pte Ltd,1,2024-08-21,125,1,2022-02-05,2024-12-26,0.008,1055
5437649,Pan Pacific Hotel Singapore,1,2022-10-26,125,3,2022-01-09,2024-12-12,0.024,1068
954649,BP Plc,1,2023-01-18,125,6,2022-08-10,2024-12-17,0.048,860
10588,AV MEDIA as,1,2024-07-22,124,2,2022-01-11,2024-12-24,0.016129032258064516,1078
205189,PDS International Pte Ltd.,1,2022-01-17,124,12,2022-01-17,2024-12-30,0.0967741935483871,1078
22238638,Pacific International Lines (Pte) Ltd.,1,2023-12-18,124,1,2022-01-19,2024-12-30,0.008064516129032258,1076
5681281,Progression Pte Ltd.,1,2022-05-23,123,3,2022-01-03,2024-04-22,0.024390243902439025,840
1070091,Helix Leisure Pte Ltd.,1,2022-03-23,123,1,2022-01-04,2024-09-09,0.008130081300813009,979
680093,UEMS Solutions Pte Ltd.,1,2023-09-08,123,1,2022-01-05,2024-11-12,0.008130081300813009,1042
6858533,TutorJohn,1,2024-12-25,123,2,2022-03-22,2024-12-26,0.016260162601626018,1010
295339,Seng Hua Hng Foodstuff Pte Ltd.,1,2024-08-13,123,2,2022-01-05,2024-12-26,0.016260162601626018,1086
1669800,"Accountstaff, Inc.",1,2022-08-19,123,2,2022-01-03,2024-02-13,0.016260162601626018,771
426254,Nanofilm Technologies International Ltd.,1,2022-01-27,122,1,2022-01-05,2024-12-14,0.00819672131147541,1074
1227792,MyRepublic Ltd.,1,2022-01-28,122,3,2022-01-12,2024-02-01,0.02459016393442623,750
570641,Trip.com Group Ltd.,1,2024-08-02,122,1,2022-01-24,2024-12-30,0.00819672131147541,1071
22151782,JCDecaux SE,1,2022-04-07,122,4,2022-01-21,2024-10-14,0.03278688524590164,997
643711,Carl Zeiss AG,1,2022-07-13,122,3,2022-01-12,2024-11-07,0.02459016393442623,1030
606126,Carousell Pte Ltd.,1,2024-07-23,122,1,2022-01-04,2024-11-13,0.00819672131147541,1044
